-164.42,27.103
-165.33,27.3085
-166.24,27.514
-167.15,27.7195
-168.07,27.925
-168.98,28.1305
-169.89,28.336
-170.8,28.5415
-171.71,28.7465
-172.62,28.952
-173.54,29.1575
-174.45,29.363
-175.36,29.5685
-176.27,29.774
-177.18,29.9795
-178.1,30.1845
-179.01,30.39
-179.92,30.5955
-180.83,30.801
-181.74,31.0065
-182.65,31.212
-183.57,31.4175
-184.48,31.623
-185.39,31.828
-186.3,32.0335
-187.21,32.239
-188.12,32.4445
-189.04,32.65
-189.95,32.8555
-190.86,33.061
-191.77,33.2665
-192.68,33.4715
-193.59,33.677
-194.51,33.8825
-195.42,34.088
-196.33,34.2935
-197.24,34.499
-198.15,34.7045
-199.06,34.9095
-199.98,35.115
-200.89,35.3205
-201.8,35.526
-202.71,35.7315
-203.62,35.937
-204.53,36.1425
-205.45,36.348
-206.36,36.553
-207.27,36.7585
-208.18,36.964
-209.09,37.1695
-210,37.375
-210.92,37.5805
-211.83,37.786
-212.74,37.9915
-213.65,38.1965
-214.56,38.402
-215.47,38.6075
-216.39,38.813
-217.3,39.0185
-218.21,39.224
-219.12,39.4295
-220.03,39.6345
-220.94,39.84
-221.86,40.0455
-222.77,40.251
-223.68,40.4565
-224.59,40.662
-225.5,40.8675
-226.41,41.073
-227.33,41.278
-228.24,41.4835
-229.15,41.689
-230.06,41.8945
-230.97,42.1
-231.89,42.3055
-232.8,42.511
-233.71,42.7165
-234.62,42.9215
-235.53,43.127
-236.44,43.3325
-237.36,43.538
-238.27,43.7435
-239.18,43.949
-240.09,44.1545
-241,44.3595
-241.91,44.565
-242.83,44.7705
-243.74,44.976
-244.65,45.1815
-245.56,45.387
-246.47,45.5925
-247.38,45.798
-248.3,46.003
-249.21,46.2085
-250.12,46.414
-251.03,46.6195
-251.94,46.825
-252.85,47.0305
-253.77,47.236
-254.68,47.4415
-255.59,47.6465
-256.5,47.852
-257.41,48.0575
-258.32,48.263
-259.24,48.4685
-260.15,48.674
-261.06,48.8795
-261.97,49.0845
-262.88,49.29
-263.79,49.4955
-264.71,49.701
-265.62,49.9065
-266.53,50.11
-267.44,50.315
-268.35,50.525
-269.26,50.73
-270.18,50.935
-271.09,51.14
-272,51.345
-272.91,51.55
-273.82,51.755
-274.73,51.96
-275.65,52.165
-276.56,52.37
-277.47,52.575
-278.38,52.785
-279.29,52.99
-280.2,53.195
-281.12,53.4
-282.03,53.605
-282.94,53.81
-283.85,54.015
-284.76,54.22
-285.68,54.425
-286.59,54.63
-287.5,54.835
-288.41,55.04
